id,slug,title,link,status,date,date_gmt,creator,categories,tags,featured_id,image_count,char_count,excerpt,flags
976,the-story-of-my-junior-high-school-years-when-the-distortions-became-more-pronounced-3-autobiography-009,歪みが顕著に現れてくる中学生時代の話３（放浪記００９）,https://qryptraveller.com/the-story-of-my-junior-high-school-years-when-the-distortions-became-more-pronounced-3-autobiography-009/,publish,2021-10-24 19:34:39,2021-10-24 10:34:39,cryptra,放浪記,,3810,2,2283,,
980,the-story-of-my-junior-high-school-years-when-the-distortions-became-more-pronounced-4-autobiography-010,歪みが顕著に現れてくる中学生時代の話４（放浪記０１０）,https://qryptraveller.com/the-story-of-my-junior-high-school-years-when-the-distortions-became-more-pronounced-4-autobiography-010/,publish,2021-10-24 19:38:11,2021-10-24 10:38:11,cryptra,放浪記,,3813,2,2361,,
985,the-story-of-my-junior-high-school-years-when-the-distortions-became-more-pronounced-5-autobiography-011,歪みが顕著に現れてくる中学生時代の話５（放浪記０１１）,https://qryptraveller.com/the-story-of-my-junior-high-school-years-when-the-distortions-became-more-pronounced-5-autobiography-011/,publish,2021-10-24 19:45:33,2021-10-24 10:45:33,cryptra,放浪記,,3816,2,2217,,
989,the-story-of-my-junior-high-school-years-when-the-distortions-became-more-pronounced6-autobiography-012,歪みが顕著に現れてくる中学生時代の話６（放浪記０１２）,https://qryptraveller.com/the-story-of-my-junior-high-school-years-when-the-distortions-became-more-pronounced6-autobiography-012/,publish,2021-10-24 19:48:13,2021-10-24 10:48:13,cryptra,放浪記,,3821,2,2129,,
1199,high-school-story-of-repressed-anger-explodes-1-autobiography-013,抑圧された怒りが爆発する高校時代の話１（放浪記０１３）,https://qryptraveller.com/high-school-story-of-repressed-anger-explodes-1-autobiography-013/,publish,2021-10-27 14:48:55,2021-10-27 05:48:55,cryptra,放浪記,,3824,2,2318,,
1204,high-school-story-of-repressed-anger-explodes-2-autobiography-014,抑圧された怒りが爆発する高校時代の話２（放浪記０１４）,https://qryptraveller.com/high-school-story-of-repressed-anger-explodes-2-autobiography-014/,publish,2021-10-27 15:10:13,2021-10-27 06:10:13,cryptra,放浪記,,3827,2,1957,,
1210,high-school-story-of-repressed-anger-explodes-3-autobiography-015,抑圧された怒りが爆発する高校時代の話３（放浪記０１５）,https://qryptraveller.com/high-school-story-of-repressed-anger-explodes-3-autobiography-015/,publish,2021-10-27 15:22:21,2021-10-27 06:22:21,cryptra,放浪記,,3830,2,2088,,
1216,high-school-story-of-repressed-anger-explodes-4-autobiography-016,抑圧された怒りが爆発する高校時代の話４（放浪記０１６）,https://qryptraveller.com/high-school-story-of-repressed-anger-explodes-4-autobiography-016/,publish,2021-10-27 15:31:38,2021-10-27 06:31:38,cryptra,放浪記,,3833,2,1954,,
1223,religion-high-school-family-escape-from-japan-and-head-to-peru-1-autobiography-017,宗教、高校、家庭、日本から脱出し、ペルーに向かう話１（放浪記０１７）,https://qryptraveller.com/religion-high-school-family-escape-from-japan-and-head-to-peru-1-autobiography-017/,publish,2021-10-27 15:41:22,2021-10-27 06:41:22,cryptra,放浪記,,3836,2,1936,,
1231,religion-high-school-family-escape-from-japan-and-head-to-peru-2-autobiography-018,宗教、高校、家庭、日本から脱出し、ペルーに向かう話２（放浪記０１８）,https://qryptraveller.com/religion-high-school-family-escape-from-japan-and-head-to-peru-2-autobiography-018/,publish,2021-10-28 09:17:46,2021-10-28 00:17:46,cryptra,放浪記,,3839,2,2143,,
1238,stories-of-life-in-peru-1-autobiography-019,ペルーでの生活の話１（放浪記０１９）,https://qryptraveller.com/stories-of-life-in-peru-1-autobiography-019/,publish,2021-10-28 09:34:04,2021-10-28 00:34:04,cryptra,放浪記,,3842,2,2176,,
1244,stories-of-life-in-peru-2-autobiography-020,ペルーでの生活の話２（放浪記０２０）,https://qryptraveller.com/stories-of-life-in-peru-2-autobiography-020/,publish,2021-10-28 10:07:49,2021-10-28 01:07:49,cryptra,放浪記,#エホバの証人脱退; #コンプレックス; #ペルー; 放浪記,3845,2,1967,,
1251,stories-of-life-in-peru-3-autobiography-021,ペルーでの生活の話３（放浪記０２１）,https://qryptraveller.com/stories-of-life-in-peru-3-autobiography-021/,publish,2021-10-28 10:43:57,2021-10-28 01:43:57,cryptra,放浪記,#エホバの証人脱退; #ペルー; #結婚式; 放浪記,3848,2,1977,,
1258,stories-of-life-in-peru-4-autobiography-022,ペルーでの生活の話４（放浪記０２２）,https://qryptraveller.com/stories-of-life-in-peru-4-autobiography-022/,publish,2021-10-28 10:48:11,2021-10-28 01:48:11,cryptra,放浪記,#エホバの証人脱退; #ペルー; #国際結婚; 放浪記,3851,2,1766,,
1267,stories-of-life-in-peru-5-autobiography-023,ペルーでの生活の話５（放浪記０２３）,https://qryptraveller.com/stories-of-life-in-peru-5-autobiography-023/,publish,2021-10-28 11:18:14,2021-10-28 02:18:14,cryptra,放浪記,#エホバの証人脱退; #ペルー; 放浪記,3854,2,1858,,
1272,the-story-of-my-days-as-a-recluse-autobiography-024,引きこもりの日々の話（放浪記０２４）,https://qryptraveller.com/the-story-of-my-days-as-a-recluse-autobiography-024/,publish,2021-10-28 11:42:05,2021-10-28 02:42:05,cryptra,放浪記,#ひきこもり; #エホバの証人脱退; 放浪記,3857,2,2106,,
1279,the-story-of-the-first-normal-like-life-in-my-life-1-autobiography-025,人生初の普通っぽい暮らしの話１（放浪記０２５）,https://qryptraveller.com/the-story-of-the-first-normal-like-life-in-my-life-1-autobiography-025/,publish,2021-10-28 12:17:01,2021-10-28 03:17:01,cryptra,放浪記,#エホバの証人脱退; #ピザ屋; 放浪記,3860,2,2115,,
1285,the-story-of-the-first-normal-like-life-in-my-life-2-autobiography-026,人生初の普通っぽい暮らしの話２（放浪記０２６）,https://qryptraveller.com/the-story-of-the-first-normal-like-life-in-my-life-2-autobiography-026/,publish,2021-10-28 12:49:25,2021-10-28 03:49:25,cryptra,放浪記,#エホバの証人脱退; #サブカルチャー; #魚武; 放浪記,3863,2,1846,,
1291,the-story-of-the-first-normal-like-life-in-my-life-3-autobiography-027,人生初の普通っぽい暮らしの話３（放浪記０２７）,https://qryptraveller.com/the-story-of-the-first-normal-like-life-in-my-life-3-autobiography-027/,publish,2021-10-28 12:55:15,2021-10-28 03:55:15,cryptra,放浪記,#18歳; #エホバの証人脱退; #一人暮らし; #恋; 放浪記,3866,2,2000,,
1297,a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-1-autobiography-028,大阪のドヤ街での一人暮らしの話１（放浪記０２８）,https://qryptraveller.com/a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-1-autobiography-028/,publish,2021-10-28 13:02:47,2021-10-28 04:02:47,cryptra,放浪記,,3869,2,2182,,
1303,a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-2-autobiography-029,大阪のドヤ街での一人暮らしの話２（放浪記０２９）,https://qryptraveller.com/a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-2-autobiography-029/,publish,2021-10-28 14:06:18,2021-10-28 05:06:18,cryptra,放浪記,#エホバの証人脱退; #サブカルチャー; 放浪記,3872,2,1998,,
1310,a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-3-autobiography-030,大阪のドヤ街での一人暮らしの話３（放浪記０３０）,https://qryptraveller.com/a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-3-autobiography-030/,publish,2021-10-28 14:20:36,2021-10-28 05:20:36,cryptra,放浪記,,3876,2,2394,,
1315,a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-4-autobiography-031,大阪のドヤ街での一人暮らしの話４（放浪記０３１）,https://qryptraveller.com/a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-4-autobiography-031/,publish,2021-10-28 14:27:18,2021-10-28 05:27:18,cryptra,放浪記,#サンプラー; #作曲; 放浪記,3879,2,1991,,
1321,a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-5-autobiography-032,大阪のドヤ街での一人暮らしの話５（放浪記０３２）,https://qryptraveller.com/a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-5-autobiography-032/,publish,2021-10-28 14:41:08,2021-10-28 05:41:08,cryptra,放浪記,#サンプラー; #マッキントッシュ; #作曲; 放浪記; ＃DTM,3882,2,1844,,
1327,a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-6-autobiography-033,大阪のドヤ街での一人暮らしの話６（放浪記０３３）,https://qryptraveller.com/a-story-of-living-alone-in-a-dodgy-neighborhood-in-osaka-6-autobiography-033/,publish,2021-10-28 14:46:59,2021-10-28 05:46:59,cryptra,放浪記,#クラブ; #テクノ; 放浪記,3885,2,1968,,
1333,a-story-of-culture-shock-in-thailand-1-autobiography-034,タイ旅行でカルチャーショックをうける話１（放浪記０３４）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-1-autobiography-034/,publish,2021-10-28 14:52:48,2021-10-28 05:52:48,cryptra,放浪記,#タイ; #バイト仲間; #バックパッカー; #高校中退; ＃放浪記,3888,2,2036,,
1387,the-power-of-true-prayer-which-has-been-intentionally-hidden-from-the-world-is-now-being-revealed,意図的に隠され続けてきた、真の「祈り」の力を解放するための３つの真実,https://qryptraveller.com/the-power-of-true-prayer-which-has-been-intentionally-hidden-from-the-world-is-now-being-revealed/,publish,2021-10-31 07:03:37,2021-10-30 22:03:37,cryptra,オリジナル記事,Qアノン; トランプ; 呪い; 大統領; 悪魔崇拝; 祈り; 胡散臭い,1394,5,7871,"「祈り」ってなんか胡散臭いし、外部の力に頼るのってダサいなんて思っていませんか？
それ、長年かけて知らず知らずの間に思考誘導されてるんですよ。
知ってました？　誘導されていたことに。。。",
1417,the-true-identity-of-qmap-was-bible-2-0,Qmapの正体は聖書２.０だった！,https://qryptraveller.com/the-true-identity-of-qmap-was-bible-2-0/,publish,2021-11-01 00:30:27,2021-10-31 15:30:27,cryptra,オリジナル記事,2.0; Qmap; 人類を光へと導くための道具; 正体; 聖書,3909,4,3844,"過激なタイトルで始めてしまいましたが、ガチで話しています。

でも、どの文脈で話すかによって、このタイトルの意味は大きく変わってくるので、何をもとにそんな突拍子ないことを言っているのかを定義させていただきます。",
1466,glossary-of-q-anon-related-terms,Q関連用語解説集,https://qryptraveller.com/glossary-of-q-anon-related-terms/,publish,2021-11-01 10:30:40,2021-11-01 01:30:40,cryptra,オリジナル記事,3S政策; greatawakening; MAGA; Q; Qアノン; Qアーミー; WWG1WGA; アドレノクロム; アングロサクソンミッション; カバール; ケムトレイル; ゲマトリア; サタニスト; シンボリズム; ハンドサイン; フェイクMAGA; ロスチャイルド; ロックフェラー; 人口削減計画; 大きなルビーの指輪; 小児性愛; 悪魔崇拝者; 赤い靴,3962,119,24233,Qアノンに関する用語をわかる範囲で、出来るだけ中立的な立場で解説していきます。,
1534,a-story-of-culture-shock-in-thailand-2-autobiography-035,タイ旅行でカルチャーショックをうける話２（放浪記０３５）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-2-autobiography-035/,publish,2021-11-04 13:50:17,2021-11-04 04:50:17,cryptra,放浪記,#タイ#バンコク; #バックパッカー; #映画オタク; 放浪記,3891,2,2124,,
1560,a-story-of-culture-shock-in-thailand-3-autobiography-036,タイ旅行でカルチャーショックをうける話３（放浪記０３６）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-3-autobiography-036/,publish,2021-11-04 15:04:19,2021-11-04 06:04:19,cryptra,放浪記,#ゲストハウス; #タイ; #バックパッカー; #バンコク; 放浪記,3894,2,1994,,
1575,a-story-of-culture-shock-in-thailand-4-autobiography-037,タイ旅行でカルチャーショックをうける話４（放浪記０３７）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-4-autobiography-037/,publish,2021-11-04 15:28:01,2021-11-04 06:28:01,cryptra,放浪記,,3897,2,2175,"ビーチに滞在し始めて何日か経った頃に、もう一人の日本人の旅人がやって来た。
 
彼も『満月のタイミング』を狙ってやって来たらしい。
 
 
 
こちらのMさんも、かなり旅慣れているようで、今までに出会ったことのないタイプの人。",
1583,a-story-of-culture-shock-in-thailand-5-autobiography-038,タイ旅行でカルチャーショックをうける話５（放浪記０３８）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-5-autobiography-038/,publish,2021-11-04 17:25:44,2021-11-04 08:25:44,cryptra,放浪記,,3956,0,1424,"この記事以降は、限定版と完全版の二手に別れて記事を発信していきます。
 
 
そこにはいくつかの理由があるのですが、せっかくなのでこの放浪記のそもそもの始まりから説明していきます。",no-images
1667,a-story-of-culture-shock-in-thailand-7-autobiography-040,タイ旅行でカルチャーショックをうける話７（放浪記０４０）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-7-autobiography-040/,publish,2022-01-19 23:21:51,2022-01-19 14:21:51,cryptra,放浪記,#タイ; #タクシー; #パンガン島; #自伝; 放浪記; 旅行記; 私小説; 自叙伝,3972,0,2451,"丘の上に一軒家を見つけたので、バルコニーで少し横にならせてもらおうと思ってドアをノックする。
 
他人の家をノックする事をためらわないのは、エホバの証人の家庭で育ったことの特技かもしれない。",no-images
1692,a-story-of-culture-shock-in-thailand-8-autobiography-041,タイ旅行でカルチャーショックをうける話８（放浪記０４１）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-8-autobiography-041/,publish,2022-01-20 09:56:51,2022-01-20 00:56:51,cryptra,放浪記,#タイ; #タクシー; #パンガン島; #自伝; 放浪記; 旅行記; 私小説; 自叙伝,3992,0,1683,"道端の砂利の上に横になってどれくらいが経ったのだろうか？
 しばらくの間眠りに落ちていたようだ。
夜は明けかけていて、空は白み始め、ジャングル中の鳥たちが合唱している。",no-images
1697,a-story-of-culture-shock-in-thailand-9-autobiography-042,タイ旅行でカルチャーショックをうける話９（放浪記０４２）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-9-autobiography-042/,publish,2022-01-20 10:17:57,2022-01-20 01:17:57,cryptra,放浪記,#タイマッサージ; #バンコク; #剃髪; #自伝; 放浪記; 旅行記; 私小説; 自叙伝,4003,0,3689,"この時にゲストハウスにいた日本人と仲良くなった。
 
 
人と気軽に話して友達になるなど、日本ではあり得なかったので、これまた驚きだが、これがタイの魔法だろう。
 
 
彼は金髪のガタイのいい東大生で、自称ストリップ研究家だという。",no-images
1730,a-story-of-culture-shock-in-thailand-10-autobiography-043,タイ旅行でカルチャーショックをうける話１０（放浪記０４３）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-10-autobiography-043/,publish,2022-01-20 10:41:18,2022-01-20 01:41:18,cryptra,放浪記,#タイ; #チェンマイ; #山岳ツアー; #象; 放浪記; 旅行記; 私小説; 自叙伝,4010,0,1814,"ガイドブックによると、このゲストハウスは山岳民族を象に乗って訪ねるという一泊二日のツアーをやっているらしい。
 
チェックインしながら、ゲストハウスの人にツアーの詳細を尋ねると、色々と写真を見せてくれた。",no-images
1735,a-story-of-culture-shock-in-thailand-11-autobiography-044,タイ旅行でカルチャーショックをうける話１１（放浪記０４４）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-11-autobiography-044/,publish,2022-01-20 11:38:32,2022-01-20 02:38:32,cryptra,放浪記,#タイ; #チェンマイ; #山岳ツアー; #象; 放浪記; 旅行記; 私小説; 自叙伝,4014,0,2637,"次の日、朝日と鳥たちの鳴き声で目が醒める。
 
山の朝の少し冷たい空気が気持ちいい。
 
 
 
部屋から出ると、すでに朝食が用意されていた。
 
食事を食べ、荷物をまとめ、出発の準備をする。
 
 
 
今日はいよいよ象に乗る日だ。",no-images
1741,a-story-of-culture-shock-in-thailand-12-autobiography-045,タイ旅行でカルチャーショックをうける話１２（放浪記０４５）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-12-autobiography-045/,publish,2022-01-20 11:44:58,2022-01-20 02:44:58,cryptra,放浪記,#タイ; #チャイナタウン; #バンコク; #マーケット; 放浪記; 旅行記; 私小説; 自叙伝,4026,0,1729,"楽しかった北部山岳地帯の旅も終わり、再びバンコクに帰って来た。
 
残り数日で日本への帰国。
 
 
 
バンコクは相変わらず埃っぽくて蒸し暑い。
 
山岳地帯の快適さとは程遠い。",no-images
1779,a-story-of-cultural-life-in-nishinari-1-autobiography-046,西成での文化人生活の話１（放浪記０４６）,https://qryptraveller.com/a-story-of-cultural-life-in-nishinari-1-autobiography-046/,publish,2022-01-20 11:56:12,2022-01-20 02:56:12,cryptra,放浪記,#ホドロフスキー; #大島渚; #自伝; #西成; 放浪記; 旅行記; 私小説; 自叙伝,4033,0,2089,"３週間のタイ旅行も無事に終わり、西成の一人暮らしのワンルームマンションへ帰ってきた。
 
 
 
旅行は無事だったが、無事ではなかったのが貯金だった。
 
ピザ屋のバイトで貯めた貯金は引っ越しの準備やタイ旅行の資金に消えた。
 
ここに住んでいない３週間の間も、家賃は払い続けている。",no-images
1812,a-story-of-cultural-life-in-nishinari-2-autobiography-047,西成での文化人生活の話２（放浪記０４７）,https://qryptraveller.com/a-story-of-cultural-life-in-nishinari-2-autobiography-047/,publish,2022-01-20 12:12:41,2022-01-20 03:12:41,cryptra,放浪記,#大阪; #自伝; 放浪記; 旅行記; 私小説; 自叙伝; ＃天王寺; ＃楽なバイト,4040,0,1920,"タイ旅行、特に南の島でのノンビリした時間を経験したことで、もう少しゆったりした暮らしをしたいと考えるようになる。
 
 
 
パンガン島で出会った旅人たちは肩の力を抜いて気楽に過ごしていた。
 
彼らみたいにノホホンと暮らしたい、パンクス的思想だった僕にヒッピー的思想が混じり込んできた。",no-images
1816,a-story-of-cultural-life-in-nishinari-3-autobiography-048,西成での文化人生活の話３（放浪記０４８）,https://qryptraveller.com/a-story-of-cultural-life-in-nishinari-3-autobiography-048/,publish,2022-01-20 12:19:25,2022-01-20 03:19:25,cryptra,放浪記,#コミュニティ; #図書館; #好奇心; #自伝; 放浪記; 旅行記; 私小説; 自叙伝,1818,0,1833,"兄の元バンドメンバーのGさんもこのビデオ屋で働いていた。
 
 
 
彼はかなり面白い人で、非常に自由に生きており、社会的常識から逸脱したアーティストだった。",no-images
1823,a-story-of-cultural-life-in-nishinari-4-autobiography-049,西成での文化人生活の話４（放浪記０４９）,https://qryptraveller.com/a-story-of-cultural-life-in-nishinari-4-autobiography-049/,publish,2022-01-20 12:27:09,2022-01-20 03:27:09,cryptra,放浪記,#クラウト・ロック; #シカゴ音響派; #ポスト・ロック; #自伝; 放浪記; 旅行記; 私小説; 自叙伝,4048,0,2114,Gさんはミュージシャンだけあって音楽に詳しく、彼の最も得意とする分野が、ジャーマン・プログレやクラウト・ロックなどとも呼ばれる７０年代ドイツのアンダーグラウンドなサイケデリック・ロック・シーンだった。,no-images
1828,a-story-of-cultural-life-in-nishinari-5-autobiography-050,西成での文化人生活の話５（放浪記０５０）,https://qryptraveller.com/a-story-of-cultural-life-in-nishinari-5-autobiography-050/,publish,2022-01-20 14:35:55,2022-01-20 05:35:55,cryptra,放浪記,#サンプリング; #ジョンケージ; #テープコラージュ; #自伝; 放浪記; 旅行記; 私小説; 自叙伝,4055,0,1694,"僕は色々な音楽的経験を積んでいたが、兄との音楽ユニットも独自の進化を遂げていた。
 
 
 
音楽ユニットの名前は、泉北コミュニティとすることにした。",no-images
1844,a-story-of-cultural-life-in-nishinari-6-autobiography-051,西成での文化人生活の話６（放浪記０５１）,https://qryptraveller.com/a-story-of-cultural-life-in-nishinari-6-autobiography-051/,publish,2022-01-20 14:42:02,2022-01-20 05:42:02,cryptra,放浪記,,4059,0,1716,"兄との音楽ユニットのアイデアはどんどんと進化していき、反著作権主義の思想を込めて活動する、テープコラージュを使った実験音楽家という体裁になって行った。
 
実際には真剣な思想を持っていたわけではないが、そういう設定にすることを楽しんでいた。",no-images
1944,a-story-of-cultural-life-in-nishinari-7-autobiography-052,西成での文化人生活の話７（放浪記０５２）,https://qryptraveller.com/a-story-of-cultural-life-in-nishinari-7-autobiography-052/,publish,2022-01-20 14:48:06,2022-01-20 05:48:06,cryptra,放浪記,,4065,0,1720,"僕たちは時間に余裕のある日を見つけて、朝から中古レコード店巡りをしていた。
 
 
 
よく行っていたのは大阪梅田の近くの電車の高架下にある巨大な中古レコードショップだった。",no-images
1949,a-story-of-cultural-life-in-nishinari-8-autobiography-053,西成での文化人生活の話８（放浪記０５３）,https://qryptraveller.com/a-story-of-cultural-life-in-nishinari-8-autobiography-053/,publish,2022-01-20 14:59:58,2022-01-20 05:59:58,cryptra,放浪記,,4069,0,2105,"このころの僕は音源収集という物質欲に激しくとらわれていた。
 
レコードを収集したり、ツタヤでCDを借りるだけではなく、借りたCDをMDに録音していて、コレクションに加えていた。",no-images
1968,a-story-of-cultural-life-in-nishinari-9-autobiography-054,西成での文化人生活の話９（放浪記０５４）,https://qryptraveller.com/a-story-of-cultural-life-in-nishinari-9-autobiography-054/,publish,2022-01-20 15:08:01,2022-01-20 06:08:01,cryptra,放浪記,,4079,0,1653,住んでいる部屋の窓ガラスを全部アルミニウムホイルで覆って外の光を遮断し、部屋を映画鑑賞用に改造するほどの熱の入れようで、昼の光を浴びる健康的な生活よりも、映画を集中してみることのできる暗闇を優先していた。,no-images
3246,a-story-of-culture-shock-in-thailand-6-autobiography-039,タイ旅行でカルチャーショックをうける話６（放浪記０３９）,https://qryptraveller.com/a-story-of-culture-shock-in-thailand-6-autobiography-039/,publish,2021-11-28 13:12:41,2021-11-28 04:12:41,cryptra,放浪記,#タイ; #テクノ; #パンガン島; #レイブ; #満月; #自伝; 放浪記; 旅行記; 私小説; 自叙伝,3958,0,4922,"僕たちがパンガン島に来たのは、何もビーチでのバカンスだけを求めて来たのではなかった。
もちろん言うまでもなく、ビーチバカンスを最高に楽しんだのだが、島に来た一番の目的は毎月満月の夜に開催されると言うフルムーン・パーティーに参加するためだった。",no-images
3267,beware-what-everyone-thinks-is-bitcoin-is-actually-fake-the-deep-dark-side-of-btc-and-the-largest-unknown-civil-lawsuit-in-human-history-ongoing-bitcoinsv-bsv,気をつけて！ 皆がビットコインだと思っている物は実は偽物！ BTCの深い闇と、現在進行系で人類史上最大級の知られざる民事訴訟,https://qryptraveller.com/beware-what-everyone-thinks-is-bitcoin-is-actually-fake-the-deep-dark-side-of-btc-and-the-largest-unknown-civil-lawsuit-in-human-history-ongoing-bitcoinsv-bsv/,publish,2021-11-30 11:07:50,2021-11-30 02:07:50,cryptra,DSが潰したい真のビットコインの話,#CraigWrightIsSatoshi; BSV; BTC; greatawakening; Qアノン; クレイグライト; サトシナカモト; ビットコイン; ビットコインSV,7513,0,8964,正確に言うと、何年も前のある時期に悪意のある者たちが、ビットコインの開発ルールの隙間を突いて開発陣営を乗っ取り、本来あった有能なビットコインを改悪して支配下に置いてしまったのです。,no-images
3501,the-truth-about-the-media-lying-regime-vs-dr-craig-and-bitcoin-sv-bsv-the-biggest-trial-in-history-is-over-and-the-identity-of-the-bitcoin-developer-has-been-revealed,メディアの嘘つき体制VSクレイグ博士とビットコインSV（BSV）の真実、史上最大の裁判が終了し、ビットコインの開発者の正体が明らかになった！,https://qryptraveller.com/the-truth-about-the-media-lying-regime-vs-dr-craig-and-bitcoin-sv-bsv-the-biggest-trial-in-history-is-over-and-the-identity-of-the-bitcoin-developer-has-been-revealed/,publish,2021-12-07 15:36:53,2021-12-07 06:36:53,cryptra,DSが潰したい真のビットコインの話,#CraigWrightIsSatoshi; $BSV; BSV; craig wright; creator; CSW; Dr craig wright; nakamoto; satoshi; クレイグ; クレイグライト; サトシ; ナカモト; ビットコイン; ビットコインSV; ライト; 博士; 正体,3512,1,3998,"今回判決が下されたのは、クレイグ・ライト博士が一人でビットコインを発明したということです。

つまり、ビットコインの発明者であるサトシ・ナカモトの正体がクレイグ・ライト博士だと裁判で証明されたのです。",
